,title,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
6446, (2) apple iphone 6 a1549 a1586 16gb 64gb smartphones (please read)#110,30.0,0.0,14046.0,99.8,0.0,7,16.0,2014
6448,new apple iphone 6s 64gb factory unlocked 4g lte t-mobile at&t smartphone,222.99,6.0,95.0,96.6,2.0,8,64.0,2015
6449,apple iphone 6 - 16gb -  gold (gsm global unlocked) a1549 (cdma + gsm),73.95,1.0,434.0,97.0,2.0,7,16.0,2014
6450,apple iphone 6 - 32gb - space gray (at&t) a1549 (gsm),82.0,1.0,52.0,100.0,0.0,7,32.0,2014
6452,iphone xs max case military grade protection cover full body armor kickstand,29.99,6.0,934.0,98.7,2.0,14,177.84242424242424,2018
6454,apple iphone xr blue - 64gb locked at&t,289.0,1.0,949.0,100.0,2.0,13,64.0,2018
6455,(7+/10 condition) apple iphone 7 32gb unlocked verizon us cellular straight tal,85.14,1.0,6199.0,99.7,2.0,10,32.0,2016
6456,apple iphone se 32gb - unknown carrier - as is (45645-15),79.99,0.0,11669.0,99.4,0.0,9,32.0,2016
6457,"iphone 13 pro max 6.7"" case soft tpu shockproof protective phone cover clear",23.9,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
6458,for iphone 7 plus - wallet leather flip book case cover / screen protector,6.99,6.0,4275.0,97.4,2.0,10,78.54110612855007,2016
6459,apple iphone 7 32gb 128gb unlocked verizon at&t redzone wireless pine cellular,85.14,1.0,6199.0,99.7,2.0,10,32.0,2016
6460,apple iphone 8 64gb (space gray) - unlocked smartphone - mint ,132.66,1.0,6199.0,99.7,2.0,11,64.0,2017
6462,apple iphone 6s - 32 gb verizon smartphone gold,91.99,1.0,1252.0,98.1,2.0,8,32.0,2015
6463,iphone xs max case military grade protection cover full body armor kickstand,29.99,6.0,934.0,98.7,2.0,14,177.84242424242424,2018
6465,apple iphone xr blue - 64gb locked at&t,289.0,1.0,949.0,100.0,2.0,13,64.0,2018
6466,apple iphone 5s 32gb | sprint | grade b | read,28.0,1.0,5680.0,99.4,2.0,6,32.0,2013
6467,apple iphone 8 64gb unlocked smartphone - space gray bestbuy referbush,179.0,1.0,7971.0,99.2,0.0,11,64.0,2017
6468,apple iphone 11 64gb verizon locked very good condition,329.95,3.0,82193.0,98.4,3.0,15,64.0,2019
6469,apple iphone x - 256gb - silver (unlocked) a1865 (cdma + gsm) read first - 2569,299.0,1.0,60973.0,100.0,2.0,12,256.0,2017
6470,apple iphone xs max - 64gb - all colors - sprint - excellent condition,331.49,4.0,3099324.0,98.8,2.0,14,64.0,2018
6471,apple iphone 8 64gb gsm factory unlocked smartphone used,165.0,1.0,69133.0,95.8,2.0,11,64.0,2017
6472,"iphone 13 pro max 5g 6.7"" case shockproof protective anti-yellowing hard cover",25.99,6.0,621.0,98.5,2.0,17,177.7258064516129,2021
6473,apple iphone se space gray 32gb verizon not turning on phone for parts only,19.99,0.0,1252.0,98.1,2.0,9,32.0,2016
6474,apple iphone 8 64gb gold a1863 / mq772ll - boost mobile - no activation,109.99,0.0,5965.0,98.4,2.0,11,64.0,2017
6475,apple iphone 7 256 gb silver 4g lte verizon locked smartphone,149.99,1.0,1252.0,98.1,2.0,10,256.0,2016
6476,apple iphone x - 256gb - space gray (unlocked) a1865 (cdma + gsm),349.99,1.0,29.0,100.0,0.0,12,256.0,2017
6477,apple iphone 6 - 16gb - silver  a1549 (cdma + gsm),24.99,0.0,3999.0,99.1,0.0,7,16.0,2014
6478,apple iphone 5s - 16gb - silver (verizon) a1533 (cdma + gsm),49.99,1.0,16.0,100.0,0.0,6,16.0,2013
6480,apple iphone 6 - 16gb - gold (bell) a1549 (gsm) (ca),75.0,1.0,1.0,100.0,0.0,7,16.0,2014
6482,apple iphone 11 pro - 256gb - silver (sprint) a2160 (cdma + gsm),380.0,1.0,403.0,100.0,0.0,15,256.0,2019
6483,💥apple iphone 6 - 16gb -  gray (gsm global unlocked) a1549 (cdma + gsm),69.95,1.0,434.0,97.0,2.0,7,16.0,2014
6484,apple iphone 13 mini a2481 512gb midnight! factory unlocked device! perfect!,758.4,1.0,1347.0,100.0,2.0,17,512.0,2021
6485,apple iphone 6 a1586 gray 16gb fully unlocked *clean esn* - sim fail,42.75,0.0,1938.0,99.4,2.0,7,16.0,2014
6486,apple iphone xr 64gb 4g lte (factory unlocked) spectrum at&t verizon good,205.0,1.0,5147.0,99.3,2.0,13,64.0,2018
6487,"iphone 13 pro max 6.7"" case ring kickstand shockproof stand cover red",23.3,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
6488,sealed & new apple iphone 6s 64gb unlocked smartphone a1688(gsm+cdma) - gray,221.89,6.0,145.0,97.3,3.0,8,64.0,2015
6490,original apple iphone 8 factory unlocked 256gb red smartphone in sealed box,365.59,6.0,190.0,98.6,2.0,11,256.0,2017
6491,apple iphone 11 - 256gb - black sprint)  (cdma + gsm),415.0,1.0,55.0,100.0,0.0,15,256.0,2019
6492,apple iphone 6s a1688 64gb unlocked check imei poor condition gp-554,56.97,1.0,43217.0,99.7,2.0,8,64.0,2015
6493,iphone 12 pro max - unlocked - 128gb - gold - fair,729.0,1.0,8383.0,99.5,3.0,16,128.0,2020
6494,new apple iphone 6s 128gb unlocked smartphone silver a1688 at&t t-mobile verizon,244.79,6.0,72.0,96.4,2.0,8,128.0,2015
6495,apple iphone 6 plus (a1522) 64gb - gray (at&t) - *bent* - clean imei j1409,65.99,1.0,35681.0,98.6,2.0,7,64.0,2014
6496,new apple iphone 8 - 64gb - silver a1905 (gsm unlocked) t-mobile or at&t ,199.95,5.0,8258.0,100.0,2.0,11,64.0,2017
6497,apple iphone xs max - 256gb - gold (verizon) a1921 (cdma + gsm),550.0,1.0,200.0,100.0,0.0,14,256.0,2018
6498,iphone 6 6s slim luxury silicone ultra thin hybrid hard back case cover rose gol,11.94,6.0,7477.0,97.9,3.0,7,35.82608695652174,2014
6499,apple iphone 6 a5149 unlocked 16gb grey 351,45.0,1.0,846.0,96.5,0.0,7,16.0,2014
6500, apple iphone 7 - 32gb / 128gb / 256gb - gsm unlocked - smartphone - b-stock,104.99,1.0,7053.0,99.9,2.0,10,32.0,2016
6501,apple iphone 7 plus a1785 (fully unlocked) 256gb jet black *clean esn* - battery,179.55,1.0,1938.0,99.4,2.0,10,256.0,2016
6502,"apple iphone x, 64gb (sprint) clean esn, works, please read! 48653",239.99,0.0,14332.0,97.3,2.0,12,64.0,2017
6503,apple iphone 7 - 128gb gold (unknown carrier),129.99,1.0,8285.0,100.0,2.0,10,128.0,2016
6504,apple iphone 5 32gb black (verizon) a1429 fast ship gsm good used read desc,29.88,1.0,4332.0,99.7,0.0,4,32.0,2012
6505,apple iphone 6s gold fully unlocked (any carrier)  gsm/cdma 16gb,119.99,1.0,240.0,100.0,0.0,8,16.0,2015
6506,apple iphone 6 - 16gb 32gb 64gb 128gb - all colors - unlocked - good condition,99.99,2.0,513.0,96.7,2.0,7,16.0,2014
6507,apple iphone 7 128gb unlocked at&t t-mobile verizon (jet black),279.0,1.0,1723.0,100.0,0.0,10,128.0,2016
6508,rare ios 6.1.4 apple iphone 5 16gb white **factory sealed** verizon - unlocked ,397.0,6.0,1563.0,96.9,3.0,4,16.0,2012
6509,apple iphone 6 - 128gb - space gray (sprint) a1586 (cdma + gsm),67.49,1.0,106283.0,97.9,2.0,7,128.0,2014
6510,apple iphone se 2nd gen. (product)red - 64gb (cricket wireless) a2275 (cdma +...,240.0,6.0,716.0,50.0,0.0,9,64.0,2016
6511,apple iphone 6 plus a1522 broken screen *read description*  as-is not working,60.0,0.0,250.0,100.0,0.0,7,35.82608695652174,2014
6512,"apple iphone 6 plus, fully unlocked | gray, 16 gb, 5.5 in screen | grade b-",77.99,2.0,47567.0,98.3,3.0,7,16.0,2014
6513,apple iphone 6 a1549 space gray 64gb at&t locked- read description,35.22,0.0,1938.0,99.4,2.0,7,64.0,2014
6514,apple iphone xr - 64gb - 12mp - blue - straight talk - very good condition,499.99,2.0,3099325.0,98.8,2.0,13,64.0,2018
6515,apple iphone 11 128gb black (locked to t- mobile)  #2518,289.99,0.0,121485.0,99.9,0.0,15,128.0,2019
6516,apple iphone 6  lot for parts,80.0,0.0,2.0,100.0,0.0,7,35.82608695652174,2014
6517,apple iphone 7 - 32gb - gold (verizon xfinity) a1660 (cdma + gsm) mnae2ll/a,123.49,1.0,21694.0,100.0,2.0,10,32.0,2016
6519,iphone 8 - unlocked (cdma + gsm) - 64gb - space gray - near mint,154.0,1.0,21989.0,99.8,3.0,11,64.0,2017
6520,apple iphone 4s - black ( sprint ) a1387 smartphone (cdma + gsm),5.0,0.0,14.0,100.0,0.0,3,16.0,2011
6521,"iphone 7 plus/8 plus case, durable lightweight shockproof case carbon fibe black",18.47,6.0,992.0,97.7,2.0,10,78.54110612855007,2016
6522,apple iphone 6 - 64gb - gold (unlocked) a1549 (gsm) (ca),699.99,6.0,15101.0,97.2,3.0,7,64.0,2014
6523,apple iphone xr a1984 64gb blue! cdma+gsm unlocked phone!,278.18,1.0,1514.0,100.0,2.0,13,64.0,2018
6524,apple iphone se 2nd gen. (product)red - 64gb (unlocked) a2275 (cdma + gsm),180.0,1.0,72.0,100.0,0.0,9,64.0,2016
6525,apple iphone se 2020 a2275 64gb - all colors tracfone smartphone good condition,159.95,1.0,2414.0,98.3,2.0,9,64.0,2016
6526,iphone 12 pro max case liquid silicone rubber shock absorbing protective cover,26.97,6.0,3529.0,98.1,2.0,16,138.7663551401869,2020
6527,apple iphone 7 - 32gb - silver (unlocked) a1660 5799,105.0,1.0,3465.0,100.0,2.0,10,32.0,2016
6528,apple iphone 6 - 64gb space gray - factory unlocked,175.0,1.0,49.0,100.0,0.0,7,64.0,2014
6529,gray apple iphone 6  model a1549,35.0,0.0,3499.0,96.5,2.0,7,35.82608695652174,2014
6530,iphone 6 - unlocked - 16gb - gray - good,69.0,2.0,8383.0,99.5,3.0,7,16.0,2014
6531,iphone 7 32gb unlocked - pristine condition,83.16,1.0,6199.0,99.7,2.0,10,32.0,2016
6532,apple iphone 7/se 2020 case heavy duty kickstand red defense premium protective,9.99,6.0,485.0,98.9,3.0,10,78.54110612855007,2016
6533,iphone 7 32gb unlocked - pristine condition,83.16,1.0,6199.0,99.7,2.0,10,32.0,2016
6534,apple iphone 7/se 2020 case heavy duty kickstand red defense premium protective,9.99,6.0,485.0,98.9,3.0,10,78.54110612855007,2016
6535,apple iphone xr (global version) a2105 (gsm unlocked) 256gb black (very good),335.74,3.0,1938.0,99.4,2.0,13,256.0,2018
6536, 5d privacy tempered glass screen protector for iphone 12,6.99,6.0,4275.0,97.4,2.0,16,138.7663551401869,2020
6537,iphone x xs case tpu protective cover scratch resistant shockproof black 5.8 in,38.9,6.0,1569.0,96.0,3.0,12,140.52173913043478,2017
6538,apple iphone xr (global version) a2105 (gsm unlocked) 64gb red (good),284.74,2.0,1938.0,99.4,2.0,13,64.0,2018
6539,iphone xr - verizon + unlocked - 128gb - blue - fair,225.0,1.0,8383.0,99.5,3.0,13,128.0,2018
6540,apple iphone 11 64gb black - t-mobile  smartphone w/warranty 7508592,339.0,1.0,80245.0,99.7,2.0,15,64.0,2019
6541,iphone 8 7 6s 6 se clear screen protector protective tempered glass 4.7 inch us,39.44,6.0,1543.0,96.9,3.0,11,92.72343149807938,2017
6543,apple iphone 6 gold 16 gb (unlocked),125.0,1.0,428.0,100.0,0.0,7,16.0,2014
6544,apple iphone 7 - 32gb - gold (straight talk) a1660 (cdma + gsm),189.99,5.0,7166.0,100.0,2.0,10,32.0,2016
6546,apple iphone xs /xr /xs max premium heavy duty case anti-scratch kickstand cover,14.49,6.0,485.0,98.9,3.0,14,177.84242424242424,2018
6547,apple iphone 7 a1778 (unlocked) 256gb silver *clean esn* - mic,113.05,0.0,1938.0,99.4,2.0,10,256.0,2016
6548,apple iphone 7 -32gb 128gb- unlocked verizon metro pcs at&t straight talk 4g,83.16,1.0,6199.0,99.7,2.0,10,128.0,2016
6549,new apple iphone xr - 64gb (gsm + cdma unlocked) a1984 - black,319.95,5.0,8258.0,100.0,2.0,13,64.0,2018
6550,"iphone 13 pro 6.1"" case magnetic ring kickstand camera protective cover black",23.3,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
6551,"iphone 13 pro max 6.7"" case soft  shockproof protective phone cover clear",27.9,6.0,621.0,98.5,2.0,17,177.7258064516129,2021
6552,apple iphone 7 - 32gb - black (unlocked) a1660 (cdma + gsm) *read description*,95.0,0.0,453.0,100.0,0.0,10,32.0,2016
6553,iphone 6 6s screen protector tempered glass bubble-free 9h hardness hd clear 2pc,22.59,6.0,1543.0,96.9,3.0,7,35.82608695652174,2014
6554,apple iphone 6s plus a1687 16gb unlocked check imei good condition 1122,89.98,1.0,43217.0,99.7,2.0,8,16.0,2015
6555,iphone 6s plus unlocked (cdma + gsm) 32gb rose gold | good,119.0,2.0,21989.0,99.8,3.0,8,32.0,2015
6556,new apple iphone 8 fully unlocked 256gb red a1863 (gsm+cdma) 1 year warranty,372.69,6.0,86.0,95.9,2.0,11,256.0,2017
6557,new sealed iphone 6s 64gb unlocked gray rose gold silver - 1 yr warranty,219.95,6.0,190.0,98.6,2.0,8,64.0,2015
6558,apple iphone 13 mini a2481 512gb midnight! unlocked device! warranty! excellent!,760.4,1.0,1347.0,100.0,2.0,17,512.0,2021
6559,apple iphone 6 - 16gb - space gray ,44.0,1.0,20.0,100.0,0.0,7,16.0,2014
6560,apple iphone 6s - 128gb - silver (factory unlocked) a1688 (cdma + gsm) ship fast,115.99,1.0,494.0,100.0,0.0,8,128.0,2015
6561,iphone xr 6.1'' crystal clear tpu cover case transparent hd cover,11.98,6.0,75.0,100.0,2.0,13,89.74946921443737,2018
6562,"iphone 13 pro max 6.7"" case soft  shockproof protective phone cover clear",27.9,6.0,621.0,98.5,2.0,17,177.7258064516129,2021
6563,iphone xr  wallet leather case card holder shockproof protective black 6.1in,40.12,6.0,1555.0,96.6,3.0,13,89.74946921443737,2018
6564,apple iphone xr - 64gb - black (t-mobile) a1984 - leased imei - cracked - read ,170.0,0.0,42.0,97.7,0.0,13,64.0,2018
6565,iphone 5s for parts (#26),14.99,0.0,1.0,66.7,0.0,6,20.0,2013
6566,apple iphone 8 64gb space gray t-mobile at&t gsm unlocked good smartphone,219.99,2.0,224588.0,99.2,2.0,11,64.0,2017
6567,apple iphone 6 - 16gb space gray a1549 cell phone with additional cases!,60.0,1.0,49.0,100.0,0.0,7,16.0,2014
6568,iphone 13 pro max case liquid silicone soft protective phone cover beige,19.99,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
6569,apple iphone 8 256gb factory unlocked at&t t-mobile gray smartphone - very good,169.99,2.0,122214.0,100.0,2.0,11,256.0,2017
6570,apple iphone se 2nd gen. - 64gb - red boost mobile a2275 (cdma + gsm) n,199.0,5.0,60973.0,100.0,2.0,9,64.0,2016
6571,iphone 13 pro max case liquid silicone soft protective phone cover purple,25.99,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
6573,used working condition iphone 7 plus 32gb verizon unlocked gsm rose gold a1661,164.95,1.0,103305.0,99.3,2.0,10,32.0,2016
6574,apple iphone 11 pro- 64gb - silver (unlocked),550.0,1.0,29.0,100.0,0.0,15,64.0,2019
6575,iphone 8 7 6s 6 se clear screen protector protective tempered glass 4.7 inch us,31.51,6.0,1543.0,96.9,3.0,11,92.72343149807938,2017
6576,iphone 12 pro max - sprint - 128gb - gold - good,739.0,2.0,8383.0,99.5,3.0,16,128.0,2020
6577,apple iphone 6s plus a1687 unlocked check imei good condition ab-1542,91.98,1.0,43217.0,99.7,2.0,8,56.774193548387096,2015
6579,apple iphone 4s - 8gb - black (verizon) a1387 (cdma + gsm),24.0,1.0,197.0,100.0,0.0,3,8.0,2011
6581,apple iphone 6 silver. for parts only. usa buyers only.,32.99,0.0,545.0,100.0,0.0,7,35.82608695652174,2014
6582,very good used jet black apple iphone 7 128gb a1660 verizon unlocked gsm phone,129.95,1.0,103305.0,99.3,2.0,10,128.0,2016
6583,apple iphone xr - 64gb - coral read ad mh6k3ll/a ,215.0,0.0,21303.0,98.8,0.0,13,64.0,2018
6584,"iphone 13 pro max 6.7"" case ring kickstand defender phone cover black",18.76,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
6585,apple iphone xs max 64gb space gray verizon unlocked excellent condition,350.99,4.0,54737.0,99.4,3.0,14,64.0,2018
6586,apple iphone 5s (a1533) 16gb - space gray (at&t) smartphone clean imei - j1423,31.99,1.0,35681.0,98.6,2.0,6,16.0,2013
6587,"new apple iphone 8 64gb unlocked ios 4.7"" smartphone at&t t-mobile verizon",308.66,6.0,56.0,100.0,2.0,11,64.0,2017
6588,"apple iphone 5s - 16gb - space gray (unlocked) a1429 (gsm, cdma)",50.0,1.0,229.0,100.0,0.0,6,16.0,2013
6590,apple iphone 6s 32gb unlocked gsm 4g lte dual-core 12mp phone - space gray,129.98,1.0,154477.0,98.0,2.0,8,32.0,2015
6591,"iphone 13 pro max 6.7"" 2021 case wallet card holder protective cover marble",31.89,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
6592,apple iphone xr - 64gb - factory unlocked - excellent condition,299.0,1.0,5.0,100.0,0.0,13,64.0,2018
6593,apple iphone 11 pro max 256gb verizon + sprint + gsm unlocked - silver - grade b,649.98,1.0,154477.0,98.0,2.0,15,256.0,2019
6594,new unopened apple iphone 8 unlocked 256gb gold smartphone - 1 year warranty,372.69,6.0,86.0,95.9,2.0,11,256.0,2017
6596,"samsung galaxy s7 edge, iphone 6, iphone 4 for parts",60.0,0.0,15.0,100.0,0.0,7,35.82608695652174,2014
6597,apple iphone 5c 16gb white (verizon) icl**d locked,49.99,0.0,5163.0,99.1,2.0,5,16.0,2013
6598,apple iphone 5s - 32gb - space gray (verizon) a1533 (cdma + gsm),35.0,1.0,13.0,100.0,0.0,6,32.0,2013
6599,apple iphone 6s 64gb space gray unlocked a1688 cdma + gsm very clean excellent,100.0,1.0,181.0,100.0,0.0,8,64.0,2015
6600,apple iphone 7 for parts or fix ,33.0,0.0,75.0,100.0,2.0,10,78.54110612855007,2016
6601,apple iphone 6 16/32/64/128gb at&t sprint t-mobile unlocked verizon very good,101.99,3.0,54737.0,99.4,3.0,7,35.82608695652174,2014
6602,apple iphone 6 - 16gb - silver (t-mobile) a1549 (gsm),22.5,0.0,157.0,100.0,0.0,7,16.0,2014
6603,guc apple iphone 8 64gb (at&t) ,109.99,1.0,9387.0,100.0,0.0,11,64.0,2017
6604,apple iphone 5s a1533 me342ll/a silver/ white unlocked 16gb. free shipping!,49.99,1.0,1087.0,100.0,0.0,6,16.0,2013
6605,apple iphone 6 16gb silver a1549 (unlocked) gsm world phone jf5927,62.97,1.0,136775.0,98.8,2.0,7,16.0,2014
6606,apple iphone 6 plus 64gb silver at&t fair condition,74.99,1.0,54737.0,99.4,3.0,7,64.0,2014
6607,iphone 11pro max case heavy duty kickstand/hd clarity glass 3d screen protector,9.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
6608,apple iphone 7 32gb-128gb unlocked verizon at&t sprint straight talk lte 4g,84.0,1.0,4130.0,99.2,2.0,10,32.0,2016
6609,apple iphone 6s 32 gb verizon smartphone gold,91.99,1.0,1252.0,98.1,2.0,8,32.0,2015
6610,apple iphone xr 64gb | black - mh5g3ll/a a1984 | imei: 356832119623912,299.99,1.0,1889.0,99.0,2.0,13,64.0,2018
6611,for iphone se 2nd gen 2020 cover shockproof hybrid full body protective case ,11.39,6.0,374.0,98.2,2.0,9,65.08936170212766,2016
6612,new apple iphone 8 - 64gb - space gray (unlocked) a1863 (gsm + cdma unlocked),199.95,5.0,8258.0,100.0,2.0,11,64.0,2017
6613,apple iphone 6 plus 64gb silver at&t fair condition,74.99,1.0,54737.0,99.4,3.0,7,64.0,2014
6614,apple iphone xs a1920 (unlocked) 64gb power up good lcd,198.55,0.0,1938.0,99.4,2.0,14,64.0,2018
6615,new apple iphone 8 256gb silver fully unlocked smartphone verizon at&t t-mobile,368.66,6.0,56.0,100.0,2.0,11,256.0,2017
6616,apple iphone 7 plus a1784 - 32gb - all colors - gsm unlocked smartphone - fair,164.95,1.0,2414.0,98.3,2.0,10,32.0,2016
6617,apple iphone 7 - 32gb - black (unlocked) a1660 (cdma + gsm),115.0,1.0,559.0,98.8,2.0,10,32.0,2016
6618,apple iphone 6 64gb  space gray  model a1549 (unlocked),100.0,1.0,5254.0,100.0,2.0,7,64.0,2014
6619,apple iphone 6s - 64gb - rose gold unlocked,85.0,1.0,493.0,100.0,0.0,8,64.0,2015
6620,apple iphone 6 plus 128gb original unlocked 4g lte gray silver golden - ios,166.46,1.0,2957.0,96.0,1.0,7,128.0,2014
6621,apple iphone 6 32gb space gray a1549 (unlocked) ios smartphone jg5637,56.82,1.0,136775.0,98.8,2.0,7,32.0,2014
6622,iphone 11 pro max case glitter bling diamond cover full body protection bumper,28.16,6.0,992.0,97.7,2.0,15,124.43806104129264,2019
6623,apple iphone 6s rose gold a1688 for parts only as is,29.99,0.0,779.0,100.0,2.0,8,56.774193548387096,2015
6624,iphone 6s plus crystal clear case shockproof slim cover protective bumper new,21.98,6.0,75.0,100.0,2.0,8,56.774193548387096,2015
6625,"for iphone 11 6.1"" 2019 heavy duty 2 in 1 case pc rubber rugged shockproof cover",11.39,6.0,374.0,98.2,2.0,15,124.43806104129264,2019
6627,iphone x xs case tpu protective cover scratch resistant shockproof 5.8 in,67.45,6.0,1569.0,96.0,3.0,12,140.52173913043478,2017
6628,apple iphone 6s - 32gb - space gray (unlocked) a1633 (cdma + gsm) excellent!,89.99,1.0,71.0,98.1,0.0,8,32.0,2015
6629,apple iphone 8 64gb unlocked smartphone - rose gold (a1905),150.0,1.0,272.0,100.0,0.0,11,64.0,2017
6630,apple iphone 4s - 16gb - black (verizon) a1387   a5-5,24.95,1.0,2657.0,100.0,2.0,3,16.0,2011
6631,apple iphone 6 - 64gb - space gray (unlocked) a1549 (gsm),130.0,1.0,8.0,100.0,0.0,7,64.0,2014
6632,apple iphone 6 plus - 64gb - silver (unlocked) a1522,200.0,1.0,43.0,100.0,0.0,7,64.0,2014
6634,iphone 8 plus tempered glass touch ultra clear antiscratch case friendly 4 pack,33.13,6.0,1555.0,96.6,3.0,11,92.72343149807938,2017
6635,apple iphone 8 plus - 64gb - space gray (unlocked) a1897 (gsm),250.0,1.0,69.0,100.0,0.0,11,64.0,2017
6637,iphone xs max xr x case clear w/ screen protector full body bumper hybrid cover,13.29,6.0,486.0,95.8,3.0,14,177.84242424242424,2018
6638,apple iphone 6 plus 16gb 64gb (gsm unlocked/verizon/ at&t/sprint) clean imei 4g,91.08,1.0,6199.0,99.7,2.0,7,16.0,2014
6639, for iphone xs max case military grade protection cover armor rugged ,33.99,6.0,621.0,98.5,2.0,14,177.84242424242424,2018
6640,iphone 8 plus crystal clear case soft tpu cover full protective bumper 5.5 inch,20.64,6.0,1569.0,96.0,3.0,11,92.72343149807938,2017
6642,apple iphone 5s - 32gb - gold (at&t) a1533 (gsm) - tested,46.95,1.0,1584.0,100.0,2.0,6,32.0,2013
6643,iphone 12 pro unlocked (cdma + gsm) 128gb graphite |,646.0,1.0,21989.0,99.8,3.0,16,128.0,2020
6644,apple iphone 6 - 8gb at&t silver a1549 perfect conditions no scratches,100.0,1.0,448.0,100.0,0.0,7,8.0,2014
6645,iphone 8 gold 64 gb storage unlocked,199.98,1.0,1406.0,98.1,0.0,11,64.0,2017
6646,iphone xs max 6.5 inch 2 packs screen protector tempered glass free bubbles,17.99,6.0,475.0,97.9,2.0,14,177.84242424242424,2018
6647,apple iphone 8 a1863 (unlocked) 64gb cracked digitizer,113.05,0.0,1938.0,99.4,2.0,11,64.0,2017
6648,unlocked apple iphone xs 256gb 🍎 space gray verizon t-mobile at&t smartphone,300.96,1.0,6199.0,99.7,2.0,14,256.0,2018
6649,iphone 11 pro case 5.8 inch shock absorbing slim tpu case black cover,29.99,6.0,615.0,98.2,2.0,15,124.43806104129264,2019
6650,new apple iphone 8 fully unlocked 64gb 256gb - sealed in original box - red,308.66,6.0,56.0,100.0,2.0,11,64.0,2017
6652,apple iphone 11 pro 256gb gold unlocked excellent condition,583.99,4.0,54737.0,99.4,3.0,15,256.0,2019
6653,apple iphone 7 32gb rose gold (unlocked) a1660 cdma gsm used in great condition,114.99,1.0,2467.0,100.0,0.0,10,32.0,2016
6654,iphone 7 hd clear case scratch resistant cover bumper soft tpu shockproof,30.67,6.0,1600.0,97.2,3.0,10,78.54110612855007,2016
6655,iphone 11 case ring holder kickstand full-body shockproof rugged bumper cover,19.2,6.0,615.0,98.2,2.0,15,124.43806104129264,2019
6656,for iphone x xs xr xs max clear matte rugged shockproof protective cover case,6.99,6.0,1440.0,95.6,2.0,12,140.52173913043478,2017
6657,for iphone x transparent clear case soft ultra thin tpu bumper protective cover,28.52,6.0,1543.0,96.9,3.0,12,140.52173913043478,2017
6658,iphone 13 diamond clear case anti yellowing military shockproof back cover new,27.11,6.0,934.0,98.7,2.0,17,177.7258064516129,2021
6659,apple iphone 6 a1549 (unlocked) 32gb power up good lcd,52.25,0.0,1938.0,99.4,2.0,7,32.0,2014
6660,iphone 7 hd clear case hybrid scratch resistant cover bumper soft tpu shockproof,22.64,6.0,1569.0,96.0,3.0,10,78.54110612855007,2016
6662,new apple iphone 8 - 64gb - silver (unlocked) a1905 (gsm unlocked),199.95,5.0,8258.0,100.0,2.0,11,64.0,2017
6663,apple iphone 6 a1549 - 16gb - space gray (unlocked) smartphone - ic read 02,29.99,0.0,6327.0,99.1,0.0,7,16.0,2014
6664,"iphone 13 pro max 5g 6.7"" case pu leather flip folio kickstand cover scale black",33.12,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
6665,iphone se rose gold 32gb,90.0,1.0,298.0,100.0,0.0,9,32.0,2016
6666,apple iphone 8 64gb unlocked smartphone - space gray (a1863),200.0,1.0,559.0,98.8,2.0,11,64.0,2017
6667,apple iphone 6s plus a1687 unlocked check imei good condition ab-1542,91.98,1.0,43217.0,99.7,2.0,8,56.774193548387096,2015
6668,sealed box apple iphone 8 unlocked 256gb gold smartphone at&t verizon t-mobile,368.89,6.0,145.0,97.3,2.0,11,256.0,2017
6670,unlocked apple iphone 6 4g volte 64gb - gold (verizon) at&t t-mobile page plus ,129.99,5.0,15088.0,99.6,2.0,7,64.0,2014
6671,apple iphone 12 pro max 128gb t-mobile locked good condition,699.95,2.0,82194.0,98.4,3.0,16,128.0,2020
6673,new apple iphone 6s 128gb unlocked silver smartphone a1688 - original box,244.79,6.0,72.0,96.4,2.0,8,128.0,2015
6674,iphone xs max 64gb gold  unlocked,359.0,1.0,5015.0,99.7,2.0,14,64.0,2018
6677,"iphone 6s 16gb unlocked a1688 rose gold, excellent used condition",115.0,1.0,267.0,100.0,0.0,8,16.0,2015
6678,apple iphone 8 mq6y2ll/a 64gb black as is for parts,99.99,0.0,4028.0,99.6,0.0,11,64.0,2017
6679,"new apple iphone 8 64gb fully unlocked 4.7"" smartphone a1863 (cdma+gsm)",309.79,6.0,72.0,96.4,2.0,11,64.0,2017
6680,"iphone 13 pro max 6.7"" case shockproof full-body protective phone cover",25.2,6.0,621.0,98.5,2.0,17,177.7258064516129,2021
6681,apple iphone 6 - 16gb - silver (t-mobile) a1549 (gsm),45.0,0.0,609.0,100.0,0.0,7,16.0,2014
6683,iphone 13 pro max case liquid silicone soft protective phone cover purple,18.1,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
6684,iphone xs max case luxury leather wallet kickstand full body gold rose 6.5 inch,19.98,6.0,75.0,100.0,2.0,14,177.84242424242424,2018
6685,iphone xs max case luxury leather wallet kickstand full body gold rose 6.5 inch,19.98,6.0,75.0,100.0,2.0,14,177.84242424242424,2018
