,title,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
0,apple iphone 7 plus (excellent condition) factory unlocked verizon tmobile at&t ,237.99,1.0,30470.0,99.9,2.0,10,78.54110612855007,2016
1,apple iphone 8 64gb gsm factory unlocked gray & silver (good condition),149.99,2.0,2703.0,97.2,2.0,11,64.0,2017
2,apple iphone 8 64gb gsm factory unlocked smartphone,149.99,1.0,13103.0,96.3,2.0,11,64.0,2017
3,apple iphone 7 32gb gsm factory unlocked 4g lte ios wifi smartphone,107.99,1.0,13103.0,96.3,2.0,10,32.0,2016
4,apple iphone x 64gb factory unlocked phone - very good,209.95,3.0,332288.0,98.4,3.0,12,64.0,2017
5,apple iphone 11 64gb factory unlocked 4g lte smartphone - very good,309.99,3.0,67602.0,98.9,3.0,15,64.0,2019
6,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - very,229.99,3.0,67602.0,98.9,3.0,13,64.0,2018
7,apple iphone x 64gb factory unlocked phone - very good,209.95,3.0,332288.0,98.4,3.0,12,64.0,2017
8,apple iphone 11 64gb factory unlocked 4g lte smartphone - very good,309.99,3.0,67602.0,98.9,3.0,15,64.0,2019
9,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - very,229.99,3.0,67602.0,98.9,3.0,13,64.0,2018
10,apple iphone xs 64gb factory unlocked 4g lte ios smartphone - very good,234.99,3.0,67602.0,98.9,3.0,14,64.0,2018
11,apple iphone 11 64gb factory unlocked 4g lte smartphone - good,319.99,2.0,67602.0,98.9,2.0,15,64.0,2019
12,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - good,204.99,2.0,67602.0,98.9,2.0,13,64.0,2018
13,apple iphone 8 64gb factory unlocked phone - very good,144.95,3.0,332288.0,98.4,3.0,11,64.0,2017
14,apple iphone x 256gb unlocked smartphone - very good,234.95,3.0,332288.0,98.4,3.0,12,256.0,2017
15,apple iphone xs 64gb factory unlocked 4g lte ios smartphone - very good,234.99,3.0,67602.0,98.9,3.0,14,64.0,2018
16,apple iphone 11 64gb factory unlocked 4g lte smartphone - grade b+,299.99,1.0,119431.0,99.3,2.0,15,64.0,2019
17,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone - good,204.99,2.0,67602.0,98.9,2.0,13,64.0,2018
18,apple iphone 13 128gb\256gb\512gb a2482 unlocked excellent,669.99,1.0,39862.0,99.2,2.0,17,128.0,2021
19,apple iphone 8 64gb factory unlocked phone - very good,144.95,3.0,332288.0,98.4,3.0,11,64.0,2017
20,apple iphone 8 - 64gb - space gray unlocked cdma + gsm ,149.89,1.0,56112.0,98.9,2.0,11,64.0,2017
21,apple iphone 8 plus 256gb unlocked straight talk tmobile at&t verizon excellent,259.0,4.0,60971.0,100.0,2.0,11,256.0,2017
22,apple iphone 11 - 128gb/64gb - factory unlocked - very good condition -all color,395.0,1.0,5146.0,99.3,2.0,15,128.0,2019
23,apple iphone 8 plus 64gb unlocked metro cricket tmobile at&t verizon - excellent,219.0,4.0,60971.0,100.0,2.0,11,64.0,2017
24,apple iphone x 256gb unlocked smartphone - very good,234.95,3.0,332288.0,98.4,3.0,12,256.0,2017
25,apple iphone 11 a2111 64/128/256gb sprint verizon t-mobile at&t unlocked good,299.99,1.0,39862.0,99.2,2.0,15,124.43806104129264,2019
26,apple iphone xs 64gb unlocked smartphone - very good,219.95,3.0,332288.0,98.4,3.0,14,64.0,2018
27,apple iphone 8 plus 64gb unlocked smartphone - very good,219.95,3.0,332288.0,98.4,3.0,11,64.0,2017
28,apple iphone x 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon silver,234.99,5.0,6904.0,99.9,3.0,12,64.0,2017
29,apple iphone 7 128gb  gsm/cdma fully unlocked smartphone- black ,114.99,1.0,13103.0,96.3,2.0,10,128.0,2016
30,apple iphone 11 - 64gb - factory unlocked - good condition,309.99,2.0,27605.0,96.8,3.0,15,64.0,2019
32,apple iphone xs max - 256gb - space gray (unlocked) a1921 (cdma + gsm),388.99,5.0,7165.0,100.0,2.0,14,256.0,2018
33,"apple iphone se - 32gb - space gray (unlocked) a1662 "" b stock""",64.99,1.0,7165.0,100.0,2.0,9,32.0,2016
34,apple iphone xs max 64/256/512gb a1921 a2101 at&t verizon unlocked excellent,299.99,1.0,5134.0,99.6,2.0,14,177.84242424242424,2018
35,apple iphone 11 64gb unlocked smartphone - very good,349.95,3.0,332288.0,98.4,3.0,15,64.0,2019
36,apple iphone 8 plus factory unlocked at&t t-mobile verizon smartphone very good,229.0,3.0,69132.0,95.8,2.0,11,92.72343149807938,2017
37,apple iphone 6s (good condition) unlocked verizon at&t t-mobile smartphone4glte,72.0,1.0,2029.0,95.8,2.0,8,56.774193548387096,2015
38,apple iphone 12 unlocked 64gb 128gb 256gb | verizon t-mobile at&t | very good,489.98,3.0,15046.0,98.4,2.0,16,64.0,2020
39,apple iphone 7 plus 32gb 128gb verizon unlocked at&t boost smartphone,114.0,0.0,5146.0,99.3,2.0,10,32.0,2016
40,apple iphone 12 a2172 64/128/256gb at&t t-mobile verizon unlocked good,434.99,1.0,39862.0,99.2,2.0,16,138.7663551401869,2020
41,apple iphone xr - 64gb - black (unlocked) a1984 (cdma + gsm),200.0,1.0,1.0,100.0,0.0,13,64.0,2018
42,apple iphone xs max 64gb unlocked smartphone - very good,299.95,3.0,332288.0,98.4,3.0,14,64.0,2018
44,apple iphone 8 plus - 64gb - gold - gsm unlocked - smartphone,199.99,1.0,7053.0,99.9,2.0,11,64.0,2017
45,apple iphone 8 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,164.99,5.0,6904.0,99.9,3.0,11,64.0,2017
46,apple iphone 8 64gb 256gb unlocked straight talk t-mobile at&t verizon metro (n),169.0,5.0,60971.0,100.0,2.0,11,64.0,2017
47,apple iphone x 64gb factory unlocked at&t t-mobile smartphone - very good,228.0,3.0,69132.0,95.8,2.0,12,64.0,2017
48,apple iphone x 256gb unlocked gsm phone - space gray (dents/scratches),209.99,1.0,154477.0,98.0,2.0,12,256.0,2017
49,apple iphone 11 pro a2160 at&t sprint t-mobile verizon factory unlocked - good -,429.0,2.0,29971.0,100.0,2.0,15,124.43806104129264,2019
50,excellent apple iphone xr a1984 64gb red t-mobile at&t verizon unlocked + more,204.99,1.0,47359.0,98.9,2.0,13,64.0,2018
51,apple iphone 11 - 128gb - factory unlocked - very good condition,394.99,1.0,27605.0,96.8,3.0,15,128.0,2019
52,apple iphone 11 pro - 64gb - midnight gray - fully unlocked smartphone - a2160,379.99,1.0,20932.0,97.8,2.0,15,64.0,2019
53,apple iphone 11 pro 256gb unlocked smartphone - excellent,534.95,4.0,332288.0,98.4,3.0,15,256.0,2019
55,apple iphone 12 pro max 128/256/512gb at&t sprint t-mobile unlocked verizon good,700.99,1.0,54735.0,99.4,3.0,16,138.7663551401869,2020
56,apple iphone se 2020 (2nd generation) 64gb (unlocked) a2275. excellent condition,164.99,1.0,1941.0,100.0,2.0,9,64.0,2016
57,apple iphone 11 pro max 64gb unlocked smartphone - very good,499.95,3.0,332288.0,98.4,3.0,15,64.0,2019
58,apple iphone 6s - 32gb - space gray (unlocked) a1688. excellent condition,69.99,1.0,1941.0,100.0,2.0,8,32.0,2015
59,apple iphone 8 plus - 64gb - factory unlocked - very good condition,229.99,1.0,27605.0,96.8,3.0,11,64.0,2017
60, apple iphone 11 pro | 64gb midnight green | unlocked verizon t-mobile at&t,429.99,1.0,11250.0,100.0,2.0,15,64.0,2019
61,apple iphone 7 32gb matte black verizon unlocked fair condition,88.99,1.0,54735.0,99.4,3.0,10,32.0,2016
62,apple iphone xr 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,249.99,5.0,6904.0,99.9,3.0,13,64.0,2018
63,apple iphone 11 a2111 64/128/256gb us cellular verizon at&t unlocked great,309.99,1.0,39862.0,99.2,2.0,15,124.43806104129264,2019
64,apple iphone 11 64gb 128gb 256gb verizon t-mobile at&t good condition,299.99,2.0,13309.0,96.6,2.0,15,64.0,2019
65,apple iphone x 64gb unlocked 4g lte ios wifi 12mp camera smartphone - good,209.95,2.0,332288.0,98.4,3.0,12,64.0,2017
66,apple iphone 8 64gb space gray verizon unlocked good condition,156.99,2.0,54735.0,99.4,3.0,11,64.0,2017
67,apple iphone 11 128gb factory unlocked 4g lte smartphone - excellent,399.99,4.0,67602.0,98.9,3.0,15,128.0,2019
68,apple iphone xr 128gb factory unlocked 4g lte smartphone - very good,269.99,3.0,67602.0,98.9,3.0,13,128.0,2018
69,apple iphone xr - 64gb - factory unlocked - good condition,218.99,2.0,27605.0,96.8,3.0,13,64.0,2018
70,apple iphone 11 pro max a2161 att t-mobile verizon factory unlocked - very good,619.0,3.0,29971.0,100.0,2.0,15,124.43806104129264,2019
71,apple iphone 8 plus 64gb factory unlocked smartphone - very good,229.99,3.0,67602.0,98.9,3.0,11,64.0,2017
72,"apple iphone 11 gsm+cdma factory unlocked verizon t-mobile at&t -""very good""",314.88,3.0,17579.0,98.7,2.0,15,124.43806104129264,2019
73,apple iphone x - 64gb - space gray  a1865 gsm & cdma unlocked ~mrf~ -good!,208.99,2.0,10647.0,98.9,2.0,12,64.0,2017
74,apple iphone xr - 64gb -black (unlocked) a1984 (cdma + gsm)~srf~ -very good,224.99,3.0,10647.0,98.9,2.0,13,64.0,2018
75,apple iphone xr | 64gb factory unlocked | 4g lte ios smartphone good,226.0,2.0,69132.0,95.8,2.0,13,64.0,2018
76,apple iphone se 1st gen fully unlocked (32&64 gb) (very good),82.99,3.0,2703.0,97.2,2.0,9,65.08936170212766,2016
77,apple  iphone 7 - 32gb - black - (gsm) unlocked - smartphone - very good,104.99,2.0,122213.0,100.0,2.0,10,32.0,2016
78,apple iphone 12 128gb factory unlocked at&t t-mobile verizon very good condition,549.95,3.0,82193.0,98.4,3.0,16,128.0,2020
79,apple iphone xs max xsm 64/256/512gb gsm factory unlocked  cell phone  good,299.95,2.0,266795.0,99.8,2.0,14,177.84242424242424,2018
80,apple iphone 11 64gb unlocked verizon att t-mobile gsm cdma smartphone very good,319.95,3.0,20932.0,97.8,2.0,15,64.0,2019
81,apple iphone 5s (a1533) -16gb /32gb /64gb (gsm unlocked) smartphone 2b2,49.99,1.0,1845.0,99.3,2.0,6,20.0,2013
82,apple iphone 11 - 64gb - all colors - fully unlocked - excellent condition (a),407.99,4.0,3099272.0,98.8,2.0,15,64.0,2019
83,apple iphone 6 plus 16gb 64gb 128gb factory unlocked at&t t-mobile verizon good,88.99,2.0,249010.0,96.5,2.0,7,16.0,2014
84,apple iphone 12 pro max - 128gb - all colors (unlocked) - very good condition ,969.99,3.0,3099272.0,98.8,2.0,16,128.0,2020
85,apple iphone 6s  16/32/64 gb - all colors - fully unlocked - very good condition,84.99,3.0,2703.0,97.2,2.0,8,56.774193548387096,2015
86,apple iphone 11 64gb 128gb 256gb at&t t-mobile verizon sprint unlocked excellent,359.0,4.0,2389.0,99.2,2.0,15,64.0,2019
87,apple iphone x 256gb unlocked straight talk tmobile at&t verizon metro excellent,249.0,4.0,60971.0,100.0,2.0,12,256.0,2017
88,apple iphone 11 pro verizon at&t t-mobile gsm factory unlocked phone - good,409.95,2.0,266795.0,99.8,2.0,15,124.43806104129264,2019
89,apple iphone xr 64gb factory unlocked at&t t-mobile verizon very good condition,244.95,3.0,82193.0,98.4,3.0,13,64.0,2018
90,apple iphone 11 pro 64gb unlocked smartphone - excellent,459.95,4.0,332288.0,98.4,3.0,15,64.0,2019
91,apple iphone 8 64gb 256gb verizon t-mobile at&t unlocked good condition,124.99,2.0,13309.0,96.6,2.0,11,64.0,2017
92,apple iphone 12 mini (5g) factory unlocked gsm+cdma 256gb 128gb |64gb excellent,419.88,4.0,17579.0,98.7,2.0,16,256.0,2020
93,apple iphone 11 128gb factory unlocked 4g lte smartphone - very good,379.99,3.0,67602.0,98.9,3.0,15,128.0,2019
94,apple iphone xr 128gb unlocked smartphone - very good,244.95,3.0,332288.0,98.4,3.0,13,128.0,2018
95,apple iphone 7 plus - unlocked - 32gb - black - smartphone - very good,154.99,2.0,122213.0,100.0,2.0,10,32.0,2016
96,apple iphone x 64gb/256gb gray silver unlocked verizon at&t tmobile smartphone ,190.0,1.0,5146.0,99.3,2.0,12,64.0,2017
97,apple iphone xr 64gb factory unlocked smartphone very good condition ,203.0,1.0,5146.0,99.3,2.0,13,64.0,2018
98,apple iphone 12 - 64gb - all colors - unlocked smartphone - very good condition,501.49,3.0,3099273.0,98.8,2.0,16,64.0,2020
99,apple iphone 7 gsm factory unlocked 32gb black smartphone - very good,104.99,3.0,119431.0,99.3,2.0,10,32.0,2016
100,apple iphone 11 pro max 256gb unlocked good condition (free ship),569.99,2.0,182.0,98.4,2.0,15,256.0,2019
101,apple iphone xr 64gb 128gb 256gb - factory unlocked smartphone - very good,234.99,2.0,122213.0,100.0,2.0,13,64.0,2018
102,apple iphone 11 pro 64gb unlocked smartphone - very good,429.95,3.0,332288.0,98.4,3.0,15,64.0,2019
103,apple iphone xr 64gb a1984 t-mobile at&t gsm unlocked  apple iphone xr excellent,259.89,4.0,149688.0,99.7,2.0,13,64.0,2018
104,apple iphone 11 pro 256gb unlocked at&t t-mobile verizon very good condition,489.95,3.0,82193.0,98.4,3.0,15,256.0,2019
105,apple iphone 13 mini - 128/256/512gb - unlocked verizon - excellent condition,613.99,4.0,54735.0,99.4,3.0,17,177.7258064516129,2021
106,apple iphone 11 pro 64gb 256gb 512gb verizon t-mobile at&t good condition,379.99,2.0,13309.0,96.6,2.0,15,64.0,2019
107,apple iphone 8+ plus - 64gb 256gb factory gsm unlocked  at&t t-mobile good,209.95,2.0,266795.0,99.8,2.0,11,64.0,2017
108,factory unlocked 🔥 apple 🔥 iphone 11 pro 64gb 🔥 excellent condition 🔥,469.0,5.0,26968.0,99.2,2.0,15,64.0,2019
109,apple iphone xr - 128gb - white (unlocked) (cdma + gsm) - excellent,274.99,4.0,121483.0,99.9,3.0,13,128.0,2018
110,apple iphone 13 pro max - 256gb - factory sealed - factory warranty - unlocked!,1.0,6.0,35357.0,100.0,2.0,17,256.0,2021
111,apple iphone 7+ plus verizon unlocked 128gb gsm at&t t-mobile good condition ,179.99,1.0,9880.0,99.1,2.0,10,128.0,2016
112,apple iphone xs - 256gb space gray (unlocked) (cdma + gsm),202.0,1.0,5146.0,99.3,2.0,14,256.0,2018
113,apple iphone 11 pro max a2161 - 256gb - all colors (unlocked) - good condition ,628.99,2.0,3099273.0,98.8,2.0,15,256.0,2019
114,"apple iphone 11 128gb|64gb| gsm+cdma factory unlocked ""excellent'",395.0,1.0,5146.0,99.3,2.0,15,128.0,2019
115,apple iphone xs 64gb 256gb gsm factory unlocked  verizon at&t t-mobile good,229.95,2.0,266795.0,99.8,2.0,14,64.0,2018
116,apple iphone xr - 64gb -factory unlocked a1984 smartphone colors - very good,222.89,3.0,10647.0,98.9,2.0,13,64.0,2018
117,apple iphone xs max - 64gb - space gray gsm & cdma unlocked -a1921 - ~very good!,309.99,3.0,10647.0,98.9,2.0,14,64.0,2018
118,apple iphone 8 plus 64gb space gray verizon unlocked good condition,212.99,2.0,54735.0,99.4,3.0,11,64.0,2017
119,apple iphone xs 64gb factory unlocked at&t t-mobile verizon very good condition,239.95,3.0,82193.0,98.4,3.0,14,64.0,2018
120,apple iphone 11 64gb factory unlocked 4g lte smartphone - good,319.99,2.0,67602.0,98.9,2.0,15,64.0,2019
121, iphone se 2020  factory unlocked 128gb at&t t-mobile verizon open box,269.0,5.0,3839.0,99.2,2.0,9,128.0,2016
122,apple iphone 7 - 32gb - all colors - unlocked - very good condition ,106.24,3.0,3099273.0,98.8,2.0,10,32.0,2016
123,apple iphone 11 64gb factory unlocked 4g lte smartphone - good,309.99,2.0,119431.0,99.3,2.0,15,64.0,2019
124,"apple iphone 11 256gb|128gb|64gb| gsm+cdma factory unlocked ""excellent'",369.88,4.0,17579.0,98.7,2.0,15,256.0,2019
125,apple iphone 11 - 64gb -black factory unlocked gsm/ cdma - good,308.88,2.0,17579.0,98.7,2.0,15,64.0,2019
126,apple iphone 8 64gb 256gb unlocked straight talk t-mobile at&t verizon excellent,169.0,4.0,60971.0,100.0,2.0,11,64.0,2017
127,apple iphone 8 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon red,164.99,5.0,6904.0,99.9,3.0,11,64.0,2017
128,apple iphone 11 pro - 64gb 256gb 512gb - unlocked verizon - good condition,432.99,2.0,54735.0,99.4,3.0,15,64.0,2019
129,apple iphone 11 pro max 256gb unlocked smartphone - very good,584.95,3.0,332288.0,98.4,3.0,15,256.0,2019
130,apple iphone 13 pro max - 128gb - factory sealed - factory warranty - unlocked!,1.0,6.0,35357.0,100.0,2.0,17,128.0,2021
131,apple iphone 8 plus 256gb unlocked at&t t-mobile verizon very good condition,254.95,3.0,82193.0,98.4,3.0,11,256.0,2017
132,apple iphone 8 64gb factory unlocked verizon at&t t-mobile sprint very good,176.4,3.0,69132.0,95.8,2.0,11,64.0,2017
133,new iphone 13 factory unlocked 128gb a stock a2482 apple warranty gsm cdma,749.99,5.0,18257.0,100.0,2.0,17,128.0,2021
134,apple iphone 11 pro max (gsm+cdma) factory unlocked at&t t-mobile verizon ,549.88,5.0,17579.0,98.7,2.0,15,124.43806104129264,2019
135,apple iphone xr 64gb black unlocked very good condition,244.99,3.0,54735.0,99.4,3.0,13,64.0,2018
136,apple iphone 11 pro max 512gb|256gb|64gb| gsm+cdma factory unlocked very good,529.88,4.0,17579.0,98.7,2.0,15,512.0,2019
137,apple iphone 12 mini 64gb │ 128gb (unlocked)  ✅ apple warranty ✅ ⚫⚪🔴🔵 ✤sealed✤,498.95,6.0,25277.0,100.0,2.0,16,64.0,2020
138,new apple iphone 11 64gb 128gb at&t t-mobile verizon sprint gsm+cdma unlocked🔓,499.99,6.0,1608.0,99.8,2.0,15,64.0,2019
139,new apple iphone x 64gb factory unlocked t-mobile at&t verizon (gsm + cdma),339.95,6.0,21173.0,99.4,2.0,12,64.0,2017
140,apple iphone 8 - 64gb 256gb gsm factory unlocked  at&t t-mobile good,139.95,2.0,266795.0,99.8,2.0,11,64.0,2017
141,apple iphone 11 pro a2160 att t-mobile verizon factory unlocked - very good -,469.0,3.0,29971.0,100.0,2.0,15,124.43806104129264,2019
142,apple iphone 8 plus 64gb / 256gb - factory unlocked smartphone - good,214.99,2.0,122213.0,100.0,2.0,11,64.0,2017
143,apple iphone 11 verizon at&t t-mobile gsm factory unlocked  cell phone good,309.95,2.0,266795.0,99.8,2.0,15,124.43806104129264,2019
144,apple iphone 11 pro max verizon at&t t-mobile gsm factory unlocked  - good,504.95,2.0,266795.0,99.8,2.0,15,124.43806104129264,2019
145,apple  iphone 7 plus - 32gb - black - unlocked - smartphone,179.99,5.0,122213.0,100.0,2.0,10,32.0,2016
146,apple iphone x - 256gb - black (verizon unlocked) a1865 (cdma + gsm),294.99,5.0,7165.0,100.0,2.0,12,256.0,2017
147,apple iphone se 2020 64gb  att straight talk verizon t-mobile boost unlocked (n),199.0,5.0,60971.0,100.0,2.0,9,64.0,2016
148,apple iphone 11 64gb 128gb 256gb fully unlocked cdma + gsm good condition,319.99,2.0,13309.0,96.6,2.0,15,64.0,2019
149,apple iphone xr 64gb factory unlocked all colors - (very good),219.99,3.0,2703.0,97.2,2.0,13,64.0,2018
150,"apple iphone 7 plus 32gb black, gold unlcoked verizon at&t smartphone lte",129.69,0.0,6199.0,99.7,2.0,10,32.0,2016
151,apple iphone se 2020 2nd gen. 64gb factory unlocked smartphone - very good,199.99,3.0,67602.0,98.9,3.0,9,64.0,2016
152,apple iphone xs max - 64gb - gold (unlocked) a1921 (cdma + gsm),149.0,0.0,1714.0,100.0,0.0,14,64.0,2018
153,apple iphone 7 32gb matte black verizon unlocked good condition,117.99,2.0,54735.0,99.4,3.0,10,32.0,2016
154,apple iphone 6s plus 16gb unlocked smartphone - very good,109.95,3.0,332288.0,98.4,3.0,8,16.0,2015
155,apple iphone 11 gsm/cdma factory unlocked  256gb |128gb | 64gb,369.77,5.0,2263.0,98.2,2.0,15,256.0,2019
156,ob apple iphone xs 64gb 256gb 512gb gsm+cdma unlocked- no face id,268.99,5.0,4368.0,98.6,2.0,14,64.0,2018
157,apple iphone 6s factory unlocked 16gb 32gb 64gb 128gb at&t t-mobile verizon,97.95,5.0,249010.0,96.5,2.0,8,16.0,2015
158,apple iphone 6s factory unlocked 16gb 32gb 64gb 128gb at&t t-mobile verizon,97.95,5.0,249010.0,96.5,2.0,8,16.0,2015
159,apple iphone xr - 64gb - all colors - fully unlocked - very good condition ,246.49,3.0,3099273.0,98.8,2.0,13,64.0,2018
160,apple iphone 12 - 64gb - all colors - unlocked smartphone - excellent condition ,526.99,4.0,3099273.0,98.8,2.0,16,64.0,2020
161,apple iphone 11 pro a2160 att t-mobile verizon factory unlocked - open box -,499.0,5.0,29971.0,100.0,2.0,15,124.43806104129264,2019
162,apple iphone xs max 64gb unlocked at&t t-mobile verizon very good condition,310.95,3.0,82193.0,98.4,3.0,14,64.0,2018
163,apple iphone 8 - 128gb - space gray (unlocked) a1863 (cdma + gsm),179.99,5.0,123856.0,98.1,2.0,11,128.0,2017
164,apple iphone 7 gsm factory unlocked 4g lte ios wifi 32gb smartphone - good,102.99,2.0,119431.0,99.3,2.0,10,32.0,2016
165,apple iphone 11 - 64gb - all colors - fully unlocked - very good condition ,382.49,3.0,3099273.0,98.8,2.0,15,64.0,2019
166,apple iphone x 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon space gray,234.99,5.0,6904.0,99.9,3.0,12,64.0,2017
167,apple iphone xr 64gb factory unlocked all colors - (very good),219.99,3.0,2703.0,97.2,2.0,13,64.0,2018
168,apple iphone 12 64gb 128gb 256gb fully unlocked 5g smartphone - very good,464.99,3.0,20932.0,97.8,2.0,16,64.0,2020
169,apple iphone xs - 64gb - space gray - factory unlocked - smartphone,259.99,5.0,122213.0,100.0,2.0,14,64.0,2018
170,apple iphone 11 pro max -256gb-space gray unlocked a2161 (cdma + gsm) very good!,609.99,3.0,10647.0,98.9,2.0,15,124.43806104129264,2019
171,apple iphone 6s - 16/32/64 gb - space gray (unlocked)  (cdma  & gsm) very good ,84.0,3.0,2703.0,97.2,2.0,8,56.774193548387096,2015
172,apple iphone 11 64gb 128gb unlocked verizon at&t t-mobile (cdma + gsm) 4g,395.0,1.0,5146.0,99.3,2.0,15,64.0,2019
173,apple iphone xr a1984 att sprint t-mobile verizon factory unlocked - very good,249.0,3.0,29971.0,100.0,2.0,13,89.74946921443737,2018
174,apple iphone 6s 64gb unlocked smartphone - very good,92.95,3.0,332288.0,98.4,3.0,8,64.0,2015
175,apple iphone xr 64gb factory unlocked at&t t-mobile verizon good condition,219.95,2.0,82193.0,98.4,3.0,13,64.0,2018
176,apple iphone x - 64gb - factory unlocked - very good condition,228.99,1.0,27605.0,96.8,3.0,12,64.0,2017
177,apple iphone 7 *all colors* factory unlocked 32gb (very good condition),105.0,3.0,2703.0,97.2,2.0,10,32.0,2016
178,iphone 8 - unlocked 64gb - gray - fair,123.0,1.0,8382.0,99.5,3.0,11,64.0,2017
179,"apple iphone 6s plus factory unlocked 5.5"" smartphone 16gb 32gb 64gb 128gb",143.99,5.0,249010.0,96.5,2.0,8,16.0,2015
180,"apple iphone 5 - unlocked or at&t - 16gb, 32gb, 64gb ",39.99,1.0,2021.0,96.4,2.0,4,16.0,2012
181,apple iphone xs 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon space gray,259.0,5.0,6904.0,99.9,3.0,14,64.0,2018
182,apple iphone 8 64gb 256gb gsm factory unlocked verizon at&t t-mobile good,139.95,2.0,266795.0,99.8,2.0,11,64.0,2017
183,apple iphone 13 128gb\256gb\512gb a2482 unlocked great,659.99,1.0,39862.0,99.2,2.0,17,128.0,2021
184,apple iphone 8 gsm factory unlocked gsm / cdma 256gb| 128gb | 64gb ,159.88,5.0,17579.0,98.7,2.0,11,256.0,2017
185,apple iphone xr - 64gb - factory unlocked - pre-owned very good condition,224.99,1.0,27605.0,96.8,3.0,13,64.0,2018
186,fully unlocked ⭐ iphone 12 64gb black red blue white excellent ⭐ t-mobile at&t,545.0,5.0,3839.0,99.2,2.0,16,64.0,2020
187,apple iphone 7 128gb 32gb rose gold unlocked -mint,83.0,1.0,5146.0,99.3,2.0,10,128.0,2016
188,apple iphone xr - 64gb - all colors - fully unlocked - excellent condition (a) ,271.99,4.0,3099273.0,98.8,2.0,13,64.0,2018
189,apple iphone xs - 64gb - all colors - unlocked (cdma+gsm) - excellent condition ,297.49,4.0,3099273.0,98.8,2.0,14,64.0,2018
190,new apple iphone xs 64gb 256gb verizon t-mobile at&t fully unlocked🔓 smartphone,389.99,6.0,1608.0,99.8,2.0,14,64.0,2018
192,apple iphone xs 512gb factory unlocked at&t t-mobile verizon very good condition,309.95,3.0,82193.0,98.4,3.0,14,512.0,2018
193,apple iphone 11 128gb factory unlocked 4g lte smartphone - good,359.99,2.0,67602.0,98.9,2.0,15,128.0,2019
194,"apple iphone 6s+ plus all gb gsm ""factory unlocked""  phone good condition",99.95,2.0,266795.0,99.8,2.0,8,56.774193548387096,2015
195,apple iphone xr 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon blue,249.99,5.0,6904.0,99.9,3.0,13,64.0,2018
196,apple iphone 11 pro max - 256gb - all colors (unlocked) - very good condition ,654.49,3.0,3099273.0,98.8,2.0,15,256.0,2019
197,apple iphone 6 16gb 64gb 128gb factory unlocked smartphone at&t t-mobile verizon,82.95,5.0,249010.0,96.5,2.0,7,16.0,2014
198,apple iphone x 64gb 256gb a1865  gsm cdma  unlocked iphone x excellent,269.89,4.0,149688.0,99.7,2.0,12,64.0,2017
199,apple iphone 11 - red - 64gb - gsm unlocked - smartphone,307.99,1.0,7053.0,99.9,2.0,15,64.0,2019
200,apple iphone 8 plus 64gb unlocked at&t t-mobile verizon very good condition,219.95,3.0,82193.0,98.4,3.0,11,64.0,2017
201,apple iphone xr - 64gb - factory unlocked - excellent condition,268.99,1.0,27605.0,96.8,3.0,13,64.0,2018
202,apple iphone 8 64gb verizon smartphone - very good,154.95,3.0,332288.0,98.4,3.0,11,64.0,2017
203,apple iphone 7 plus - 32gb - factory unlocked - very good condition ,169.99,1.0,27605.0,96.8,3.0,10,32.0,2016
204,apple iphone 12 a2172 64/128/256gb at&t t-mobile verizon unlocked open box,509.99,5.0,39862.0,99.2,2.0,16,138.7663551401869,2020
205,"apple iphone xr 64gb 6.1"" 4g lte t-mobile at&t verizon factory unlocked open box",249.0,5.0,152413.0,100.0,2.0,13,64.0,2018
206,apple iphone 8 plus 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon gold,229.99,5.0,6904.0,99.9,3.0,11,64.0,2017
207,apple iphone xs max - 256gb - gold (verizon unlocked) a1921 (cdma + gsm),388.99,5.0,7165.0,100.0,2.0,14,256.0,2018
208,apple iphone x 64gb 4g lte ios smartphone unlocked,206.99,2.0,12222.0,97.0,2.0,12,64.0,2017
209,new apple iphone 11 64gb 128gb unlocked at&t verizon t-mobile sprint all colors,499.99,6.0,43976.0,99.0,2.0,15,64.0,2019
210,apple iphone 11 64gb~128gb gsm & cdma unlocked a2111 4g lte smartphone-very good,319.99,3.0,10647.0,98.9,2.0,15,64.0,2019
211,apple iphone 11 - 64gb - factory unlocked - 4g lte smartphone - red poor,299.99,1.0,2321.0,100.0,2.0,15,64.0,2019
212,great apple iphone 7 (unlocked) smartphone 32gb - black,89.99,1.0,12318.0,100.0,2.0,10,32.0,2016
213,apple iphone xs 64gb / 256gb / 512gb unlocked verizon at&t t-mobile - very good,304.99,2.0,122213.0,100.0,2.0,14,64.0,2018
